ref_area,indicator,source,sex,classif1,time,obs_value,obs_status,note_classif,note_indicator,note_source
ALB,SDG_0852_SEX_AGE_RT,BA:480,SEX_F,AGE_YTHADULT_YGE15,2011,13.7531,,,,R1:3513
ALB,SDG_0852_SEX_AGE_RT,BA:480,SEX_F,AGE_YTHADULT_Y15-64,2011,14.0259,,,,R1:3513
ALB,SDG_0852_SEX_AGE_RT,BA:480,SEX_F,AGE_YTHADULT_Y15-24,2011,19.4664,,,,R1:3513
ALB,SDG_0852_SEX_AGE_RT,BA:480,SEX_F,AGE_YTHADULT_YGE25,2011,12.7098,,,,R1:3513
ALB,SDG_0852_SEX_AGE_RT,BA:480,SEX_T,AGE_YTHADULT_YGE15,2012,13.3759,,,,R1:3513
ALB,SDG_0852_SEX_AGE_RT,BA:480,SEX_T,AGE_YTHADULT_Y15-64,2012,13.8235,,,,R1:3513
ALB,SDG_0852_SEX_AGE_RT,BA:480,SEX_T,AGE_YTHADULT_Y15-24,2012,29.2525,,,,R1:3513
ALB,SDG_0852_SEX_AGE_RT,BA:480,SEX_T,AGE_YTHADULT_YGE25,2012,10.8876,,,,R1:3513
ALB,SDG_0852_SEX_AGE_RT,BA:480,SEX_M,AGE_YTHADULT_YGE15,2012,14.8101,,,,R1:3513
ALB,SDG_0852_SEX_AGE_RT,BA:480,SEX_M,AGE_YTHADULT_Y15-64,2012,15.3666,,,,R1:3513
ALB,SDG_0852_SEX_AGE_RT,BA:480,SEX_M,AGE_YTHADULT_Y15-24,2012,32.2785,,,,R1:3513
ALB,SDG_0852_SEX_AGE_RT,BA:480,SEX_M,AGE_YTHADULT_YGE25,2012,11.54,,,,R1:3513
ALB,SDG_0852_SEX_AGE_RT,BA:480,SEX_F,AGE_YTHADULT_YGE15,2012,11.4894,,,,R1:3513
ALB,SDG_0852_SEX_AGE_RT,BA:480,SEX_F,AGE_YTHADULT_Y15-64,2012,11.8146,,,,R1:3513
ALB,SDG_0852_SEX_AGE_RT,BA:480,SEX_F,AGE_YTHADULT_Y15-24,2012,23.3485,,,,R1:3513
ALB,SDG_0852_SEX_AGE_RT,BA:480,SEX_F,AGE_YTHADULT_YGE25,2012,10.0788,,,,R1:3513
ALB,SDG_0852_SEX_AGE_RT,BA:480,SEX_T,AGE_YTHADULT_YGE15,2013,15.8659,,,,R1:3513
ALB,SDG_0852_SEX_AGE_RT,BA:480,SEX_T,AGE_YTHADULT_Y15-64,2013,16.2776,,,,R1:3513
ALB,SDG_0852_SEX_AGE_RT,BA:480,SEX_T,AGE_YTHADULT_Y15-24,2013,31.237,,,,R1:3513
ALB,SDG_0852_SEX_AGE_RT,BA:480,SEX_T,AGE_YTHADULT_YGE25,2013,13.7965,,,,R1:3513
ALB,SDG_0852_SEX_AGE_RT,BA:480,SEX_M,AGE_YTHADULT_YGE15,2013,17.7558,,,,R1:3513
ALB,SDG_0852_SEX_AGE_RT,BA:480,SEX_M,AGE_YTHADULT_Y15-64,2013,18.2919,,,,R1:3513
ALB,SDG_0852_SEX_AGE_RT,BA:480,SEX_M,AGE_YTHADULT_Y15-24,2013,33.6451,,,,R1:3513
ALB,SDG_0852_SEX_AGE_RT,BA:480,SEX_M,AGE_YTHADULT_YGE25,2013,15.303,,,,R1:3513
ALB,SDG_0852_SEX_AGE_RT,BA:480,SEX_F,AGE_YTHADULT_YGE15,2013,13.4358,,,,R1:3513
ALB,SDG_0852_SEX_AGE_RT,BA:480,SEX_F,AGE_YTHADULT_Y15-64,2013,13.7225,,,,R1:3513
ALB,SDG_0852_SEX_AGE_RT,BA:480,SEX_F,AGE_YTHADULT_Y15-24,2013,27.0661,,,,R1:3513
ALB,SDG_0852_SEX_AGE_RT,BA:480,SEX_F,AGE_YTHADULT_YGE25,2013,11.9333,,,,R1:3513
ALB,SDG_0852_SEX_AGE_RT,BA:480,SEX_T,AGE_YTHADULT_YGE15,2014,18.0548,,,,R1:3513
ALB,SDG_0852_SEX_AGE_RT,BA:480,SEX_T,AGE_YTHADULT_Y15-64,2014,18.4734,,,,R1:3513
ALB,SDG_0852_SEX_AGE_RT,BA:480,SEX_T,AGE_YTHADULT_Y15-24,2014,39.8693,,,,R1:3513
ALB,SDG_0852_SEX_AGE_RT,BA:480,SEX_T,AGE_YTHADULT_YGE25,2014,15.2274,,,,R1:3513
ALB,SDG_0852_SEX_AGE_RT,BA:480,SEX_M,AGE_YTHADULT_YGE15,2014,19.9054,,,,R1:3513
ALB,SDG_0852_SEX_AGE_RT,BA:480,SEX_M,AGE_YTHADULT_Y15-64,2014,20.434,,,,R1:3513
ALB,SDG_0852_SEX_AGE_RT,BA:480,SEX_M,AGE_YTHADULT_Y15-24,2014,43.6144,,,,R1:3513
