ref_area,sex,classif1,time,obs_value
CYP,SEX_T,AGE_YTHADULT_YGE25,2016,11.4532
CYP,SEX_M,AGE_YTHADULT_YGE15,2016,12.6059
CYP,SEX_M,AGE_YTHADULT_Y15-64,2016,12.8936
CYP,SEX_M,AGE_YTHADULT_Y15-24,2016,25.7833
CYP,SEX_M,AGE_YTHADULT_YGE25,2016,11.5377
CYP,SEX_F,AGE_YTHADULT_YGE15,2016,13.3178
CYP,SEX_F,AGE_YTHADULT_Y15-64,2016,13.5121
CYP,SEX_F,AGE_YTHADULT_Y15-24,2016,31.8067
CYP,SEX_F,AGE_YTHADULT_YGE25,2016,11.3608
CYP,SEX_T,AGE_YTHADULT_YGE15,2017,11.0515
CYP,SEX_T,AGE_YTHADULT_Y15-64,2017,11.2832
CYP,SEX_T,AGE_YTHADULT_Y15-24,2017,24.7034
CYP,SEX_T,AGE_YTHADULT_YGE25,2017,9.817
CYP,SEX_M,AGE_YTHADULT_YGE15,2017,10.8572
CYP,SEX_M,AGE_YTHADULT_Y15-64,2017,11.1645
CYP,SEX_M,AGE_YTHADULT_Y15-24,2017,27.0007
CYP,SEX_M,AGE_YTHADULT_YGE25,2017,9.6421
CYP,SEX_F,AGE_YTHADULT_YGE15,2017,11.2617
CYP,SEX_F,AGE_YTHADULT_Y15-64,2017,11.409
CYP,SEX_F,AGE_YTHADULT_Y15-24,2017,22.9084
CYP,SEX_F,AGE_YTHADULT_YGE25,2017,10.0118
CYP,SEX_T,AGE_YTHADULT_YGE15,2018,8.3697
CYP,SEX_T,AGE_YTHADULT_Y15-64,2018,8.5619
CYP,SEX_T,AGE_YTHADULT_Y15-24,2018,20.1707
CYP,SEX_T,AGE_YTHADULT_YGE25,2018,7.2525
CYP,SEX_M,AGE_YTHADULT_YGE15,2018,8.029
CYP,SEX_M,AGE_YTHADULT_Y15-64,2018,8.311
CYP,SEX_M,AGE_YTHADULT_Y15-24,2018,24.991
CYP,SEX_M,AGE_YTHADULT_YGE25,2018,6.6575
CYP,SEX_F,AGE_YTHADULT_YGE15,2018,8.7422
CYP,SEX_F,AGE_YTHADULT_Y15-64,2018,8.8288
CYP,SEX_F,AGE_YTHADULT_Y15-24,2018,16.1974
CYP,SEX_F,AGE_YTHADULT_YGE25,2018,7.9208
CYP,SEX_T,AGE_YTHADULT_YGE15,2019,7.0736
CYP,SEX_T,AGE_YTHADULT_Y15-64,2019,7.2541
CYP,SEX_T,AGE_YTHADULT_Y15-24,2019,16.5983
CYP,SEX_T,AGE_YTHADULT_YGE25,2019,6.2362
CYP,SEX_M,AGE_YTHADULT_YGE15,2019,6.257999999999999
CYP,SEX_M,AGE_YTHADULT_Y15-64,2019,6.4816
CYP,SEX_M,AGE_YTHADULT_Y15-24,2019,19.2787
CYP,SEX_M,AGE_YTHADULT_YGE25,2019,5.2729
CYP,SEX_F,AGE_YTHADULT_YGE15,2019,7.9811
CYP,SEX_F,AGE_YTHADULT_Y15-64,2019,8.0883
CYP,SEX_F,AGE_YTHADULT_Y15-24,2019,14.3304
CYP,SEX_F,AGE_YTHADULT_YGE25,2019,7.3341
CZE,SEX_T,AGE_YTHADULT_YGE15,2015,5.0464
CZE,SEX_T,AGE_YTHADULT_Y15-64,2015,5.1305
CZE,SEX_T,AGE_YTHADULT_Y15-24,2015,12.5973
CZE,SEX_T,AGE_YTHADULT_YGE25,2015,4.5191
CZE,SEX_M,AGE_YTHADULT_YGE15,2015,4.232
CZE,SEX_M,AGE_YTHADULT_Y15-64,2015,4.3008
CZE,SEX_M,AGE_YTHADULT_Y15-24,2015,11.3153
CZE,SEX_M,AGE_YTHADULT_YGE25,2015,3.7079
CZE,SEX_F,AGE_YTHADULT_YGE15,2015,6.0743
CZE,SEX_F,AGE_YTHADULT_Y15-64,2015,6.1762
CZE,SEX_F,AGE_YTHADULT_Y15-24,2015,14.4337
CZE,SEX_F,AGE_YTHADULT_YGE25,2015,5.534
CZE,SEX_T,AGE_YTHADULT_YGE15,2016,3.9514
CZE,SEX_T,AGE_YTHADULT_Y15-64,2016,4.0269
CZE,SEX_T,AGE_YTHADULT_Y15-24,2016,10.505999999999998
CZE,SEX_T,AGE_YTHADULT_YGE25,2016,3.5211
CZE,SEX_M,AGE_YTHADULT_YGE15,2016,3.3782
CZE,SEX_M,AGE_YTHADULT_Y15-64,2016,3.4472
CZE,SEX_M,AGE_YTHADULT_Y15-24,2016,9.9088
CZE,SEX_M,AGE_YTHADULT_YGE25,2016,2.9133
CZE,SEX_F,AGE_YTHADULT_YGE15,2016,4.6706
CZE,SEX_F,AGE_YTHADULT_Y15-64,2016,4.7529
CZE,SEX_F,AGE_YTHADULT_Y15-24,2016,11.4031
CZE,SEX_F,AGE_YTHADULT_YGE25,2016,4.2749
CZE,SEX_T,AGE_YTHADULT_YGE15,2017,2.8898
CZE,SEX_T,AGE_YTHADULT_Y15-64,2017,2.9410000000000003
CZE,SEX_T,AGE_YTHADULT_Y15-24,2017,7.9488
CZE,SEX_T,AGE_YTHADULT_YGE25,2017,2.5736
CZE,SEX_M,AGE_YTHADULT_YGE15,2017,2.3371
CZE,SEX_M,AGE_YTHADULT_Y15-64,2017,2.3807
CZE,SEX_M,AGE_YTHADULT_Y15-24,2017,7.394
CZE,SEX_M,AGE_YTHADULT_YGE25,2017,1.9996
CZE,SEX_F,AGE_YTHADULT_YGE15,2017,3.5799
CZE,SEX_F,AGE_YTHADULT_Y15-64,2017,3.6396
CZE,SEX_F,AGE_YTHADULT_Y15-24,2017,8.7488
CZE,SEX_F,AGE_YTHADULT_YGE25,2017,3.2838
CZE,SEX_T,AGE_YTHADULT_YGE15,2018,2.2433
CZE,SEX_T,AGE_YTHADULT_Y15-64,2018,2.2841
CZE,SEX_T,AGE_YTHADULT_Y15-24,2018,6.7285
CZE,SEX_T,AGE_YTHADULT_YGE25,2018,1.9831
CZE,SEX_M,AGE_YTHADULT_YGE15,2018,1.7919
CZE,SEX_M,AGE_YTHADULT_Y15-64,2018,1.8319
CZE,SEX_M,AGE_YTHADULT_Y15-24,2018,6.3862
CZE,SEX_M,AGE_YTHADULT_YGE25,2018,1.5122
CZE,SEX_F,AGE_YTHADULT_YGE15,2018,2.8042
CZE,SEX_F,AGE_YTHADULT_Y15-64,2018,2.8445
CZE,SEX_F,AGE_YTHADULT_Y15-24,2018,7.2008
CZE,SEX_F,AGE_YTHADULT_YGE25,2018,2.5646
CZE,SEX_T,AGE_YTHADULT_YGE15,2019,2.0143
CZE,SEX_T,AGE_YTHADULT_Y15-64,2019,2.0605
CZE,SEX_T,AGE_YTHADULT_Y15-24,2019,5.6269
CZE,SEX_T,AGE_YTHADULT_YGE25,2019,1.8125
CZE,SEX_M,AGE_YTHADULT_YGE15,2019,1.723
CZE,SEX_M,AGE_YTHADULT_Y15-64,2019,1.7664
CZE,SEX_M,AGE_YTHADULT_Y15-24,2019,5.3539
CZE,SEX_M,AGE_YTHADULT_YGE25,2019,1.5117
CZE,SEX_F,AGE_YTHADULT_YGE15,2019,2.3772
CZE,SEX_F,AGE_YTHADULT_Y15-64,2019,2.426
CZE,SEX_F,AGE_YTHADULT_Y15-24,2019,5.999
CZE,SEX_F,AGE_YTHADULT_YGE25,2019,2.1855
DEU,SEX_T,AGE_YTHADULT_YGE15,2015,4.6242
DEU,SEX_T,AGE_YTHADULT_Y15-64,2015,4.7208
DEU,SEX_T,AGE_YTHADULT_Y15-24,2015,7.2348
DEU,SEX_T,AGE_YTHADULT_YGE25,2015,4.3434
DEU,SEX_M,AGE_YTHADULT_YGE15,2015,4.974
DEU,SEX_M,AGE_YTHADULT_Y15-64,2015,5.0969999999999995
DEU,SEX_M,AGE_YTHADULT_Y15-24,2015,7.8918
DEU,SEX_M,AGE_YTHADULT_YGE25,2015,4.6601
DEU,SEX_F,AGE_YTHADULT_YGE15,2015,4.2209
DEU,SEX_F,AGE_YTHADULT_Y15-64,2015,4.291
DEU,SEX_F,AGE_YTHADULT_Y15-24,2015,6.4775
DEU,SEX_F,AGE_YTHADULT_YGE25,2015,3.9781
DEU,SEX_T,AGE_YTHADULT_YGE15,2016,4.1218
DEU,SEX_T,AGE_YTHADULT_Y15-64,2016,4.2129
DEU,SEX_T,AGE_YTHADULT_Y15-24,2016,7.051
DEU,SEX_T,AGE_YTHADULT_YGE25,2016,3.8062
DEU,SEX_M,AGE_YTHADULT_YGE15,2016,4.4507
DEU,SEX_M,AGE_YTHADULT_Y15-64,2016,4.569
DEU,SEX_M,AGE_YTHADULT_Y15-24,2016,7.8463
DEU,SEX_M,AGE_YTHADULT_YGE25,2016,4.0816
DEU,SEX_F,AGE_YTHADULT_YGE15,2016,3.741
DEU,SEX_F,AGE_YTHADULT_Y15-64,2016,3.8046
DEU,SEX_F,AGE_YTHADULT_Y15-24,2016,6.1142
DEU,SEX_F,AGE_YTHADULT_YGE25,2016,3.488
DEU,SEX_T,AGE_YTHADULT_YGE15,2017,3.7455
DEU,SEX_T,AGE_YTHADULT_Y15-64,2017,3.8295
DEU,SEX_T,AGE_YTHADULT_Y15-24,2017,6.7602
DEU,SEX_T,AGE_YTHADULT_YGE25,2017,3.4185
DEU,SEX_M,AGE_YTHADULT_YGE15,2017,4.1171
DEU,SEX_M,AGE_YTHADULT_Y15-64,2017,4.2291
DEU,SEX_M,AGE_YTHADULT_Y15-24,2017,7.5981
DEU,SEX_M,AGE_YTHADULT_YGE25,2017,3.7373
DEU,SEX_F,AGE_YTHADULT_YGE15,2017,3.3144
DEU,SEX_F,AGE_YTHADULT_Y15-64,2017,3.3705
DEU,SEX_F,AGE_YTHADULT_Y15-24,2017,5.777
DEU,SEX_F,AGE_YTHADULT_YGE25,2017,3.0491
DEU,SEX_T,AGE_YTHADULT_YGE15,2018,3.3835
DEU,SEX_T,AGE_YTHADULT_Y15-64,2018,3.4645
DEU,SEX_T,AGE_YTHADULT_Y15-24,2018,6.1957
DEU,SEX_T,AGE_YTHADULT_YGE25,2018,3.0787
DEU,SEX_M,AGE_YTHADULT_YGE15,2018,3.7923
DEU,SEX_M,AGE_YTHADULT_Y15-64,2018,3.9003
DEU,SEX_M,AGE_YTHADULT_Y15-24,2018,7.0952
DEU,SEX_M,AGE_YTHADULT_YGE25,2018,3.4275
DEU,SEX_F,AGE_YTHADULT_YGE15,2018,2.9101
DEU,SEX_F,AGE_YTHADULT_Y15-64,2018,2.9648
DEU,SEX_F,AGE_YTHADULT_Y15-24,2018,5.1152
DEU,SEX_F,AGE_YTHADULT_YGE25,2018,2.6764
DEU,SEX_T,AGE_YTHADULT_YGE15,2019,3.1391
DEU,SEX_T,AGE_YTHADULT_Y15-64,2019,3.2136
DEU,SEX_T,AGE_YTHADULT_Y15-24,2019,5.7669
DEU,SEX_T,AGE_YTHADULT_YGE25,2019,2.8507
DEU,SEX_M,AGE_YTHADULT_YGE15,2019,3.4976
DEU,SEX_M,AGE_YTHADULT_Y15-64,2019,3.5979
DEU,SEX_M,AGE_YTHADULT_Y15-24,2019,6.6012
DEU,SEX_M,AGE_YTHADULT_YGE25,2019,3.148
DEU,SEX_F,AGE_YTHADULT_YGE15,2019,2.7257
DEU,SEX_F,AGE_YTHADULT_Y15-64,2019,2.7749
DEU,SEX_F,AGE_YTHADULT_Y15-24,2019,4.7541
DEU,SEX_F,AGE_YTHADULT_YGE25,2019,2.5099
DNK,SEX_T,AGE_YTHADULT_YGE15,2015,6.2779
DNK,SEX_T,AGE_YTHADULT_Y15-64,2015,6.4513
DNK,SEX_T,AGE_YTHADULT_Y15-24,2015,12.1747
DNK,SEX_T,AGE_YTHADULT_YGE25,2015,5.268
DNK,SEX_M,AGE_YTHADULT_YGE15,2015,6.0566
DNK,SEX_M,AGE_YTHADULT_Y15-64,2015,6.2738
DNK,SEX_M,AGE_YTHADULT_Y15-24,2015,13.1731
DNK,SEX_M,AGE_YTHADULT_YGE25,2015,4.9041
DNK,SEX_F,AGE_YTHADULT_YGE15,2015,6.529
DNK,SEX_F,AGE_YTHADULT_Y15-64,2015,6.6483
DNK,SEX_F,AGE_YTHADULT_Y15-24,2015,11.1494
DNK,SEX_F,AGE_YTHADULT_YGE25,2015,5.688
DNK,SEX_T,AGE_YTHADULT_YGE15,2016,5.9886
DNK,SEX_T,AGE_YTHADULT_Y15-64,2016,6.1523
DNK,SEX_T,AGE_YTHADULT_Y15-24,2016,12.1753
DNK,SEX_T,AGE_YTHADULT_YGE25,2016,4.9168
DNK,SEX_M,AGE_YTHADULT_YGE15,2016,5.6392
DNK,SEX_M,AGE_YTHADULT_Y15-64,2016,5.8328
DNK,SEX_M,AGE_YTHADULT_Y15-24,2016,13.5249
DNK,SEX_M,AGE_YTHADULT_YGE25,2016,4.3645
DNK,SEX_F,AGE_YTHADULT_YGE15,2016,6.3792
DNK,SEX_F,AGE_YTHADULT_Y15-64,2016,6.5026
DNK,SEX_F,AGE_YTHADULT_Y15-24,2016,10.8399
DNK,SEX_F,AGE_YTHADULT_YGE25,2016,5.5473
DNK,SEX_T,AGE_YTHADULT_YGE15,2017,5.8331
DNK,SEX_T,AGE_YTHADULT_Y15-64,2017,5.9885
DNK,SEX_T,AGE_YTHADULT_Y15-24,2017,12.4087
DNK,SEX_T,AGE_YTHADULT_YGE25,2017,4.684
DNK,SEX_M,AGE_YTHADULT_YGE15,2017,5.6356
DNK,SEX_M,AGE_YTHADULT_Y15-64,2017,5.821000000000001
DNK,SEX_M,AGE_YTHADULT_Y15-24,2017,12.9087
DNK,SEX_M,AGE_YTHADULT_YGE25,2017,4.4327
DNK,SEX_F,AGE_YTHADULT_YGE15,2017,6.0541
DNK,SEX_F,AGE_YTHADULT_Y15-64,2017,6.1721
DNK,SEX_F,AGE_YTHADULT_Y15-24,2017,11.9012
DNK,SEX_F,AGE_YTHADULT_YGE25,2017,4.9699
DNK,SEX_T,AGE_YTHADULT_YGE15,2018,5.1312
DNK,SEX_T,AGE_YTHADULT_Y15-64,2018,5.2652
DNK,SEX_T,AGE_YTHADULT_Y15-24,2018,10.5441
DNK,SEX_T,AGE_YTHADULT_YGE25,2018,4.2066
DNK,SEX_M,AGE_YTHADULT_YGE15,2018,4.9403
DNK,SEX_M,AGE_YTHADULT_Y15-64,2018,5.12
DNK,SEX_M,AGE_YTHADULT_Y15-24,2018,11.815
DNK,SEX_M,AGE_YTHADULT_YGE25,2018,3.8268
DNK,SEX_F,AGE_YTHADULT_YGE15,2018,5.3459
DNK,SEX_F,AGE_YTHADULT_Y15-64,2018,5.4248
DNK,SEX_F,AGE_YTHADULT_Y15-24,2018,9.2436
DNK,SEX_F,AGE_YTHADULT_YGE25,2018,4.6408
DNK,SEX_T,AGE_YTHADULT_YGE15,2019,5.0177
DNK,SEX_T,AGE_YTHADULT_Y15-64,2019,5.1341
DNK,SEX_T,AGE_YTHADULT_Y15-24,2019,10.0577
DNK,SEX_T,AGE_YTHADULT_YGE25,2019,4.1601
DNK,SEX_M,AGE_YTHADULT_YGE15,2019,4.7952
DNK,SEX_M,AGE_YTHADULT_Y15-64,2019,4.9373
DNK,SEX_M,AGE_YTHADULT_Y15-24,2019,10.3756
DNK,SEX_M,AGE_YTHADULT_YGE25,2019,3.8967
DNK,SEX_F,AGE_YTHADULT_YGE15,2019,5.2686
DNK,SEX_F,AGE_YTHADULT_Y15-64,2019,5.3506
DNK,SEX_F,AGE_YTHADULT_Y15-24,2019,9.7326
DNK,SEX_F,AGE_YTHADULT_YGE25,2019,4.4623
DOM,SEX_T,AGE_YTHADULT_YGE15,2015,7.6054
DOM,SEX_T,AGE_YTHADULT_Y15-64,2015,7.9468
DOM,SEX_T,AGE_YTHADULT_Y15-24,2015,16.5195
DOM,SEX_T,AGE_YTHADULT_YGE25,2015,5.5889
DOM,SEX_M,AGE_YTHADULT_YGE15,2015,5.4464
DOM,SEX_M,AGE_YTHADULT_Y15-64,2015,5.7201
DOM,SEX_M,AGE_YTHADULT_Y15-24,2015,12.1334
DOM,SEX_M,AGE_YTHADULT_YGE25,2015,3.7939999999999996
DOM,SEX_F,AGE_YTHADULT_YGE15,2015,10.8361
DOM,SEX_F,AGE_YTHADULT_Y15-64,2015,11.1988
DOM,SEX_F,AGE_YTHADULT_Y15-24,2015,24.4477
DOM,SEX_F,AGE_YTHADULT_YGE25,2015,8.1652
DOM,SEX_T,AGE_YTHADULT_YGE15,2016,7.2835
DOM,SEX_T,AGE_YTHADULT_Y15-64,2016,7.6059
DOM,SEX_T,AGE_YTHADULT_Y15-24,2016,16.7487
DOM,SEX_T,AGE_YTHADULT_YGE25,2016,5.1088
DOM,SEX_M,AGE_YTHADULT_YGE15,2016,4.9905
DOM,SEX_M,AGE_YTHADULT_Y15-64,2016,5.2114
DOM,SEX_M,AGE_YTHADULT_Y15-24,2016,11.6368
DOM,SEX_M,AGE_YTHADULT_YGE25,2016,3.3208
DOM,SEX_F,AGE_YTHADULT_YGE15,2016,10.6541
DOM,SEX_F,AGE_YTHADULT_Y15-64,2016,11.0617
DOM,SEX_F,AGE_YTHADULT_Y15-24,2016,25.8176
DOM,SEX_F,AGE_YTHADULT_YGE25,2016,7.6284
DOM,SEX_T,AGE_YTHADULT_YGE15,2017,5.8317
DOM,SEX_T,AGE_YTHADULT_Y15-64,2017,6.1171
DOM,SEX_T,AGE_YTHADULT_Y15-24,2017,13.4907
DOM,SEX_T,AGE_YTHADULT_YGE25,2017,4.1775
DOM,SEX_M,AGE_YTHADULT_YGE15,2017,4.2942
DOM,SEX_M,AGE_YTHADULT_Y15-64,2017,4.5185
DOM,SEX_M,AGE_YTHADULT_Y15-24,2017,9.8996
DOM,SEX_M,AGE_YTHADULT_YGE25,2017,2.9802
DOM,SEX_F,AGE_YTHADULT_YGE15,2017,8.074
DOM,SEX_F,AGE_YTHADULT_Y15-64,2017,8.4006
DOM,SEX_F,AGE_YTHADULT_Y15-24,2017,19.7179
DOM,SEX_F,AGE_YTHADULT_YGE25,2017,5.8609
DOM,SEX_T,AGE_YTHADULT_YGE15,2018,5.8613
DOM,SEX_T,AGE_YTHADULT_Y15-64,2018,6.1567
DOM,SEX_T,AGE_YTHADULT_Y15-24,2018,14.9821
DOM,SEX_T,AGE_YTHADULT_YGE25,2018,3.9585
DOM,SEX_M,AGE_YTHADULT_YGE15,2018,3.6742
DOM,SEX_M,AGE_YTHADULT_Y15-64,2018,3.8897
DOM,SEX_M,AGE_YTHADULT_Y15-24,2018,10.2857
DOM,SEX_M,AGE_YTHADULT_YGE25,2018,2.1774
DOM,SEX_F,AGE_YTHADULT_YGE15,2018,9.0277
DOM,SEX_F,AGE_YTHADULT_Y15-64,2018,9.3414
DOM,SEX_F,AGE_YTHADULT_Y15-24,2018,23.066999999999997
DOM,SEX_F,AGE_YTHADULT_YGE25,2018,6.4475
DOM,SEX_T,AGE_YTHADULT_YGE15,2019,6.356
DOM,SEX_T,AGE_YTHADULT_Y15-64,2019,6.7447
DOM,SEX_T,AGE_YTHADULT_Y15-24,2019,15.9947
DOM,SEX_T,AGE_YTHADULT_YGE25,2019,4.3998
DOM,SEX_M,AGE_YTHADULT_YGE15,2019,4.0726
DOM,SEX_M,AGE_YTHADULT_Y15-64,2019,4.353
DOM,SEX_M,AGE_YTHADULT_Y15-24,2019,11.8199
DOM,SEX_M,AGE_YTHADULT_YGE25,2019,2.3716
DOM,SEX_F,AGE_YTHADULT_YGE15,2019,9.5108
DOM,SEX_F,AGE_YTHADULT_Y15-64,2019,9.9893
DOM,SEX_F,AGE_YTHADULT_Y15-24,2019,22.7792
DOM,SEX_F,AGE_YTHADULT_YGE25,2019,7.1129
DZA,SEX_T,AGE_YTHADULT_YGE15,2015,11.2061
DZA,SEX_T,AGE_YTHADULT_Y15-24,2015,29.8387
DZA,SEX_T,AGE_YTHADULT_YGE25,2015,8.0333
DZA,SEX_M,AGE_YTHADULT_YGE15,2015,9.923
DZA,SEX_M,AGE_YTHADULT_Y15-24,2015,26.7223
DZA,SEX_M,AGE_YTHADULT_YGE25,2015,6.9708
DZA,SEX_F,AGE_YTHADULT_YGE15,2015,16.566
DZA,SEX_F,AGE_YTHADULT_Y15-24,2015,45.302
DZA,SEX_F,AGE_YTHADULT_YGE25,2015,12.3267
DZA,SEX_T,AGE_YTHADULT_YGE15,2016,10.2024
DZA,SEX_T,AGE_YTHADULT_Y15-24,2016,25.715999999999998
DZA,SEX_T,AGE_YTHADULT_YGE25,2016,7.7093
DZA,SEX_M,AGE_YTHADULT_YGE15,2016,8.1766
DZA,SEX_M,AGE_YTHADULT_Y15-24,2016,22.0724
DZA,SEX_M,AGE_YTHADULT_YGE25,2016,5.8076
DZA,SEX_F,AGE_YTHADULT_YGE15,2016,18.2473
DZA,SEX_F,AGE_YTHADULT_Y15-24,2016,44.9438
DZA,SEX_F,AGE_YTHADULT_YGE25,2016,14.9526
DZA,SEX_T,AGE_YTHADULT_YGE15,2017,13.57
DZA,SEX_T,AGE_YTHADULT_Y15-24,2017,39.31
DZA,SEX_T,AGE_YTHADULT_YGE25,2017,9.95
DZA,SEX_M,AGE_YTHADULT_YGE15,2017,10.77
DZA,SEX_M,AGE_YTHADULT_Y15-24,2017,33.07
DZA,SEX_M,AGE_YTHADULT_YGE25,2017,7.39
DZA,SEX_F,AGE_YTHADULT_YGE15,2017,26.23
DZA,SEX_F,AGE_YTHADULT_Y15-24,2017,82.02
DZA,SEX_F,AGE_YTHADULT_YGE25,2017,20.92
EGY,SEX_T,AGE_YTHADULT_YGE15,2015,13.0522
EGY,SEX_T,AGE_YTHADULT_Y15-64,2015,13.2265
EGY,SEX_T,AGE_YTHADULT_Y15-24,2015,31.5594
EGY,SEX_T,AGE_YTHADULT_YGE25,2015,7.6686
EGY,SEX_M,AGE_YTHADULT_YGE15,2015,9.3923
EGY,SEX_M,AGE_YTHADULT_Y15-64,2015,9.5433
EGY,SEX_M,AGE_YTHADULT_Y15-24,2015,28.4721
EGY,SEX_M,AGE_YTHADULT_YGE25,2015,4.5514
EGY,SEX_F,AGE_YTHADULT_YGE15,2015,24.8138
EGY,SEX_F,AGE_YTHADULT_Y15-64,2015,24.930999999999997
EGY,SEX_F,AGE_YTHADULT_Y15-24,2015,38.2714
EGY,SEX_F,AGE_YTHADULT_YGE25,2015,19.0696
EGY,SEX_T,AGE_YTHADULT_YGE15,2016,12.4067
EGY,SEX_T,AGE_YTHADULT_Y15-64,2016,12.6108
EGY,SEX_T,AGE_YTHADULT_Y15-24,2016,30.805999999999997
EGY,SEX_T,AGE_YTHADULT_YGE25,2016,7.1488
EGY,SEX_M,AGE_YTHADULT_YGE15,2016,8.8361
EGY,SEX_M,AGE_YTHADULT_Y15-64,2016,9.008
EGY,SEX_M,AGE_YTHADULT_Y15-24,2016,27.2202
EGY,SEX_M,AGE_YTHADULT_YGE25,2016,4.2276
EGY,SEX_F,AGE_YTHADULT_YGE15,2016,23.576
EGY,SEX_F,AGE_YTHADULT_Y15-64,2016,23.7454
EGY,SEX_F,AGE_YTHADULT_Y15-24,2016,38.5451
EGY,SEX_F,AGE_YTHADULT_YGE25,2016,17.4468
EGY,SEX_T,AGE_YTHADULT_YGE15,2017,11.7373
EGY,SEX_T,AGE_YTHADULT_Y15-64,2017,11.9257
EGY,SEX_T,AGE_YTHADULT_Y15-24,2017,29.5535
EGY,SEX_T,AGE_YTHADULT_YGE25,2017,6.7996
EGY,SEX_M,AGE_YTHADULT_YGE15,2017,8.2225
EGY,SEX_M,AGE_YTHADULT_Y15-64,2017,8.3791
EGY,SEX_M,AGE_YTHADULT_Y15-24,2017,25.6683
EGY,SEX_M,AGE_YTHADULT_YGE25,2017,3.9341
EGY,SEX_F,AGE_YTHADULT_YGE15,2017,23.005
EGY,SEX_F,AGE_YTHADULT_Y15-64,2017,23.1554
EGY,SEX_F,AGE_YTHADULT_Y15-24,2017,38.3255
EGY,SEX_F,AGE_YTHADULT_YGE25,2017,17.0426
EGY,SEX_T,AGE_YTHADULT_YGE15,2018,9.8173
EGY,SEX_T,AGE_YTHADULT_Y15-64,2018,9.9691
EGY,SEX_T,AGE_YTHADULT_Y15-24,2018,24.7057
EGY,SEX_T,AGE_YTHADULT_YGE25,2018,6.5716
EGY,SEX_M,AGE_YTHADULT_YGE15,2018,6.7749
EGY,SEX_M,AGE_YTHADULT_Y15-64,2018,6.8937
EGY,SEX_M,AGE_YTHADULT_Y15-24,2018,17.1258
EGY,SEX_M,AGE_YTHADULT_YGE25,2018,4.5565
EGY,SEX_F,AGE_YTHADULT_YGE15,2018,21.3384
EGY,SEX_F,AGE_YTHADULT_Y15-64,2018,21.5032
EGY,SEX_F,AGE_YTHADULT_Y15-24,2018,51.597
EGY,SEX_F,AGE_YTHADULT_YGE25,2018,14.3144
ESP,SEX_T,AGE_YTHADULT_YGE15,2015,22.0573
ESP,SEX_T,AGE_YTHADULT_Y15-64,2015,22.1795
ESP,SEX_T,AGE_YTHADULT_Y15-24,2015,48.3319
ESP,SEX_T,AGE_YTHADULT_YGE25,2015,20.1471
ESP,SEX_M,AGE_YTHADULT_YGE15,2015,20.7742
ESP,SEX_M,AGE_YTHADULT_Y15-64,2015,20.8939
ESP,SEX_M,AGE_YTHADULT_Y15-24,2015,48.6465
ESP,SEX_M,AGE_YTHADULT_YGE25,2015,18.7586
ESP,SEX_F,AGE_YTHADULT_YGE15,2015,23.5483
ESP,SEX_F,AGE_YTHADULT_Y15-64,2015,23.6722
ESP,SEX_F,AGE_YTHADULT_Y15-24,2015,47.9703
ESP,SEX_F,AGE_YTHADULT_YGE25,2015,21.7617
ESP,SEX_T,AGE_YTHADULT_YGE15,2016,19.6347
ESP,SEX_T,AGE_YTHADULT_Y15-64,2016,19.7464
ESP,SEX_T,AGE_YTHADULT_Y15-24,2016,44.4363
ESP,SEX_T,AGE_YTHADULT_YGE25,2016,17.9193
ESP,SEX_M,AGE_YTHADULT_YGE15,2016,18.119
ESP,SEX_M,AGE_YTHADULT_Y15-64,2016,18.2335
ESP,SEX_M,AGE_YTHADULT_Y15-24,2016,44.0402
ESP,SEX_M,AGE_YTHADULT_YGE25,2016,16.3137
ESP,SEX_F,AGE_YTHADULT_YGE15,2016,21.3797
ESP,SEX_F,AGE_YTHADULT_Y15-64,2016,21.4867
ESP,SEX_F,AGE_YTHADULT_Y15-24,2016,44.8987
ESP,SEX_F,AGE_YTHADULT_YGE25,2016,19.766
ESP,SEX_T,AGE_YTHADULT_YGE15,2017,17.2236
ESP,SEX_T,AGE_YTHADULT_Y15-64,2017,17.3307
ESP,SEX_T,AGE_YTHADULT_Y15-24,2017,38.5655
ESP,SEX_T,AGE_YTHADULT_YGE25,2017,15.7172
ESP,SEX_M,AGE_YTHADULT_YGE15,2017,15.6573
ESP,SEX_M,AGE_YTHADULT_Y15-64,2017,15.7627
ESP,SEX_M,AGE_YTHADULT_Y15-24,2017,39.5491
ESP,SEX_M,AGE_YTHADULT_YGE25,2017,13.9595
ESP,SEX_F,AGE_YTHADULT_YGE15,2017,19.0273
ESP,SEX_F,AGE_YTHADULT_Y15-64,2017,19.1331
ESP,SEX_F,AGE_YTHADULT_Y15-24,2017,37.4171
ESP,SEX_F,AGE_YTHADULT_YGE25,2017,17.7395
ESP,SEX_T,AGE_YTHADULT_YGE15,2018,15.2547
ESP,SEX_T,AGE_YTHADULT_Y15-64,2018,15.3503
ESP,SEX_T,AGE_YTHADULT_Y15-24,2018,34.3402
ESP,SEX_T,AGE_YTHADULT_YGE25,2018,13.9047
ESP,SEX_M,AGE_YTHADULT_YGE15,2018,13.7188
ESP,SEX_M,AGE_YTHADULT_Y15-64,2018,13.8076
ESP,SEX_M,AGE_YTHADULT_Y15-24,2018,35.2456
ESP,SEX_M,AGE_YTHADULT_YGE25,2018,12.1698
ESP,SEX_F,AGE_YTHADULT_YGE15,2018,17.0234
