ref_area,indicator,source,sex,classif1,time,obs_value
GHA,SDG_0111_SEX_AGE_RT,XA:2064,SEX_T,AGE_YTHADULT_YGE15,2018,9.470872108
GHA,SDG_0111_SEX_AGE_RT,XA:2064,SEX_T,AGE_YTHADULT_YGE15,2019,8.445414213
GIN,SDG_0111_SEX_AGE_RT,XA:2068,SEX_T,AGE_YTHADULT_YGE15,2015,36.47460952
GIN,SDG_0111_SEX_AGE_RT,XA:2068,SEX_T,AGE_YTHADULT_YGE15,2016,34.8695642
GIN,SDG_0111_SEX_AGE_RT,XA:2068,SEX_T,AGE_YTHADULT_YGE15,2017,32.93528684
GIN,SDG_0111_SEX_AGE_RT,XA:2068,SEX_T,AGE_YTHADULT_YGE15,2018,31.52078454
GIN,SDG_0111_SEX_AGE_RT,XA:2068,SEX_T,AGE_YTHADULT_YGE15,2019,30.37564714
GMB,SDG_0111_SEX_AGE_RT,XA:2075,SEX_T,AGE_YTHADULT_YGE15,2015,8.925331405
GMB,SDG_0111_SEX_AGE_RT,XA:2075,SEX_T,AGE_YTHADULT_YGE15,2016,8.901217228
GMB,SDG_0111_SEX_AGE_RT,XA:2075,SEX_T,AGE_YTHADULT_YGE15,2017,8.682862925
GMB,SDG_0111_SEX_AGE_RT,XA:2075,SEX_T,AGE_YTHADULT_YGE15,2018,8.357783039
GMB,SDG_0111_SEX_AGE_RT,XA:2075,SEX_T,AGE_YTHADULT_YGE15,2019,8.056476764
GNB,SDG_0111_SEX_AGE_RT,XA:1885,SEX_T,AGE_YTHADULT_YGE15,2015,61.67200552
GNB,SDG_0111_SEX_AGE_RT,XA:1885,SEX_T,AGE_YTHADULT_YGE15,2016,60.97797458
GNB,SDG_0111_SEX_AGE_RT,XA:1885,SEX_T,AGE_YTHADULT_YGE15,2017,60.30342283
GNB,SDG_0111_SEX_AGE_RT,XA:1885,SEX_T,AGE_YTHADULT_YGE15,2018,59.74318638
GNB,SDG_0111_SEX_AGE_RT,XA:1885,SEX_T,AGE_YTHADULT_YGE15,2019,59.0882049
GNQ,SDG_0111_SEX_AGE_RT,XA:2083,SEX_T,AGE_YTHADULT_YGE15,2015,8.711273302
GNQ,SDG_0111_SEX_AGE_RT,XA:2083,SEX_T,AGE_YTHADULT_YGE15,2016,9.061006753
GNQ,SDG_0111_SEX_AGE_RT,XA:2083,SEX_T,AGE_YTHADULT_YGE15,2017,8.677657944
GNQ,SDG_0111_SEX_AGE_RT,XA:2083,SEX_T,AGE_YTHADULT_YGE15,2018,8.780378142
GNQ,SDG_0111_SEX_AGE_RT,XA:2083,SEX_T,AGE_YTHADULT_YGE15,2019,9.065176954
GTM,SDG_0111_SEX_AGE_RT,XA:1956,SEX_T,AGE_YTHADULT_YGE15,2015,4.630245606
