ref_area,indicator,source,sex,classif1,time,obs_value,note_source
IND,POP_2POP_SEX_AGE_NB,XA:1976,SEX_T,AGE_5YRBANDS_Y35-39,2015,91815.883,R1:2474
IND,POP_2POP_SEX_AGE_NB,XA:1976,SEX_T,AGE_5YRBANDS_Y40-44,2015,81321.891,R1:2474
IND,POP_2POP_SEX_AGE_NB,XA:1976,SEX_T,AGE_5YRBANDS_Y45-49,2015,71345.797,R1:2474
IND,POP_2POP_SEX_AGE_NB,XA:1976,SEX_T,AGE_5YRBANDS_Y50-54,2015,62557.004,R1:2474
IND,POP_2POP_SEX_AGE_NB,XA:1976,SEX_T,AGE_5YRBANDS_Y55-59,2015,52987.68,R1:2474
IND,POP_2POP_SEX_AGE_NB,XA:1976,SEX_T,AGE_5YRBANDS_Y60-64,2015,43212.523,R1:2474
IND,POP_2POP_SEX_AGE_NB,XA:1976,SEX_T,AGE_5YRBANDS_YGE65,2015,73560.281,R1:2474
IND,POP_2POP_SEX_AGE_NB,XA:1976,SEX_T,AGE_10YRBANDS_TOTAL,2015,1310152.395,R1:2474
IND,POP_2POP_SEX_AGE_NB,XA:1976,SEX_T,AGE_10YRBANDS_YLT15,2015,372623.062,R1:2474
IND,POP_2POP_SEX_AGE_NB,XA:1976,SEX_T,AGE_10YRBANDS_Y15-24,2015,242349.875,R1:2474
IND,POP_2POP_SEX_AGE_NB,XA:1976,SEX_T,AGE_10YRBANDS_Y25-34,2015,218378.398,R1:2474
IND,POP_2POP_SEX_AGE_NB,XA:1976,SEX_T,AGE_10YRBANDS_Y35-44,2015,173137.773,R1:2474
IND,POP_2POP_SEX_AGE_NB,XA:1976,SEX_T,AGE_10YRBANDS_Y45-54,2015,133902.801,R1:2474
IND,POP_2POP_SEX_AGE_NB,XA:1976,SEX_T,AGE_10YRBANDS_Y55-64,2015,96200.203,R1:2474
IND,POP_2POP_SEX_AGE_NB,XA:1976,SEX_T,AGE_10YRBANDS_YGE65,2015,73560.281,R1:2474
IND,POP_2POP_SEX_AGE_NB,XA:1976,SEX_T,AGE_AGGREGATE_TOTAL,2015,1310152.395,R1:2474
IND,POP_2POP_SEX_AGE_NB,XA:1976,SEX_T,AGE_AGGREGATE_YLT15,2015,372623.062,R1:2474
IND,POP_2POP_SEX_AGE_NB,XA:1976,SEX_T,AGE_AGGREGATE_Y15-24,2015,242349.875,R1:2474
IND,POP_2POP_SEX_AGE_NB,XA:1976,SEX_T,AGE_AGGREGATE_Y25-54,2015,525418.973,R1:2474
IND,POP_2POP_SEX_AGE_NB,XA:1976,SEX_T,AGE_AGGREGATE_Y55-64,2015,96200.203,R1:2474
IND,POP_2POP_SEX_AGE_NB,XA:1976,SEX_T,AGE_AGGREGATE_YGE65,2015,73560.281,R1:2474
IND,POP_2POP_SEX_AGE_NB,XA:1976,SEX_T,AGE_YTHADULT_YGE15,2015,937529.332,R1:2474
IND,POP_2POP_SEX_AGE_NB,XA:1976,SEX_T,AGE_YTHADULT_Y15-64,2015,863969.051,R1:2474
IND,POP_2POP_SEX_AGE_NB,XA:1976,SEX_T,AGE_YTHADULT_Y15-24,2015,242349.875,R1:2474
IND,POP_2POP_SEX_AGE_NB,XA:1976,SEX_T,AGE_YTHADULT_YGE25,2015,695179.457,R1:2474
IND,POP_2POP_SEX_AGE_NB,XA:1976,SEX_T,AGE_5YRBANDS_TOTAL,2016,1324517.266,R1:2474
IND,POP_2POP_SEX_AGE_NB,XA:1976,SEX_T,AGE_5YRBANDS_Y00-04,2016,116899.969,R1:2474
IND,POP_2POP_SEX_AGE_NB,XA:1976,SEX_T,AGE_5YRBANDS_Y05-09,2016,125923.492,R1:2474
IND,POP_2POP_SEX_AGE_NB,XA:1976,SEX_T,AGE_5YRBANDS_Y10-14,2016,127146.266,R1:2474
IND,POP_2POP_SEX_AGE_NB,XA:1976,SEX_T,AGE_5YRBANDS_Y15-19,2016,124349.125,R1:2474
IND,POP_2POP_SEX_AGE_NB,XA:1976,SEX_T,AGE_5YRBANDS_Y20-24,2016,119546.477,R1:2474
IND,POP_2POP_SEX_AGE_NB,XA:1976,SEX_T,AGE_5YRBANDS_Y25-29,2016,114551.852,R1:2474
IND,POP_2POP_SEX_AGE_NB,XA:1976,SEX_T,AGE_5YRBANDS_Y30-34,2016,106851.844,R1:2474
IND,POP_2POP_SEX_AGE_NB,XA:1976,SEX_T,AGE_5YRBANDS_Y35-39,2016,94114.273,R1:2474
IND,POP_2POP_SEX_AGE_NB,XA:1976,SEX_T,AGE_5YRBANDS_Y40-44,2016,83042.242,R1:2474
IND,POP_2POP_SEX_AGE_NB,XA:1976,SEX_T,AGE_5YRBANDS_Y45-49,2016,72833.359,R1:2474
IND,POP_2POP_SEX_AGE_NB,XA:1976,SEX_T,AGE_5YRBANDS_Y50-54,2016,63769.258,R1:2474
IND,POP_2POP_SEX_AGE_NB,XA:1976,SEX_T,AGE_5YRBANDS_Y55-59,2016,54141.332,R1:2474
IND,POP_2POP_SEX_AGE_NB,XA:1976,SEX_T,AGE_5YRBANDS_Y60-64,2016,44614.199,R1:2474
IND,POP_2POP_SEX_AGE_NB,XA:1976,SEX_T,AGE_5YRBANDS_YGE65,2016,76733.578,R1:2474
IND,POP_2POP_SEX_AGE_NB,XA:1976,SEX_T,AGE_10YRBANDS_TOTAL,2016,1324517.266,R1:2474
IND,POP_2POP_SEX_AGE_NB,XA:1976,SEX_T,AGE_10YRBANDS_YLT15,2016,369969.727,R1:2474
IND,POP_2POP_SEX_AGE_NB,XA:1976,SEX_T,AGE_10YRBANDS_Y15-24,2016,243895.602,R1:2474
IND,POP_2POP_SEX_AGE_NB,XA:1976,SEX_T,AGE_10YRBANDS_Y25-34,2016,221403.695,R1:2474
IND,POP_2POP_SEX_AGE_NB,XA:1976,SEX_T,AGE_10YRBANDS_Y35-44,2016,177156.516,R1:2474
IND,POP_2POP_SEX_AGE_NB,XA:1976,SEX_T,AGE_10YRBANDS_Y45-54,2016,136602.617,R1:2474
IND,POP_2POP_SEX_AGE_NB,XA:1976,SEX_T,AGE_10YRBANDS_Y55-64,2016,98755.531,R1:2474
IND,POP_2POP_SEX_AGE_NB,XA:1976,SEX_T,AGE_10YRBANDS_YGE65,2016,76733.578,R1:2474
IND,POP_2POP_SEX_AGE_NB,XA:1976,SEX_T,AGE_AGGREGATE_TOTAL,2016,1324517.266,R1:2474
IND,POP_2POP_SEX_AGE_NB,XA:1976,SEX_T,AGE_AGGREGATE_YLT15,2016,369969.727,R1:2474
IND,POP_2POP_SEX_AGE_NB,XA:1976,SEX_T,AGE_AGGREGATE_Y15-24,2016,243895.602,R1:2474
IND,POP_2POP_SEX_AGE_NB,XA:1976,SEX_T,AGE_AGGREGATE_Y25-54,2016,535162.828,R1:2474
IND,POP_2POP_SEX_AGE_NB,XA:1976,SEX_T,AGE_AGGREGATE_Y55-64,2016,98755.531,R1:2474
IND,POP_2POP_SEX_AGE_NB,XA:1976,SEX_T,AGE_AGGREGATE_YGE65,2016,76733.578,R1:2474
IND,POP_2POP_SEX_AGE_NB,XA:1976,SEX_T,AGE_YTHADULT_YGE15,2016,954547.539,R1:2474
IND,POP_2POP_SEX_AGE_NB,XA:1976,SEX_T,AGE_YTHADULT_Y15-64,2016,877813.961,R1:2474
IND,POP_2POP_SEX_AGE_NB,XA:1976,SEX_T,AGE_YTHADULT_Y15-24,2016,243895.602,R1:2474
IND,POP_2POP_SEX_AGE_NB,XA:1976,SEX_T,AGE_YTHADULT_YGE25,2016,710651.938,R1:2474
IND,POP_2POP_SEX_AGE_NB,XA:1976,SEX_T,AGE_5YRBANDS_TOTAL,2017,1338676.777,R1:2474
IND,POP_2POP_SEX_AGE_NB,XA:1976,SEX_T,AGE_5YRBANDS_Y00-04,2017,116172.5,R1:2474
IND,POP_2POP_SEX_AGE_NB,XA:1976,SEX_T,AGE_5YRBANDS_Y05-09,2017,124365.992,R1:2474
IND,POP_2POP_SEX_AGE_NB,XA:1976,SEX_T,AGE_5YRBANDS_Y10-14,2017,127312.344,R1:2474
IND,POP_2POP_SEX_AGE_NB,XA:1976,SEX_T,AGE_5YRBANDS_Y15-19,2017,124885.297,R1:2474
IND,POP_2POP_SEX_AGE_NB,XA:1976,SEX_T,AGE_5YRBANDS_Y20-24,2017,120326.68,R1:2474
IND,POP_2POP_SEX_AGE_NB,XA:1976,SEX_T,AGE_5YRBANDS_Y25-29,2017,115371.008,R1:2474
IND,POP_2POP_SEX_AGE_NB,XA:1976,SEX_T,AGE_5YRBANDS_Y30-34,2017,108482.086,R1:2474
IND,POP_2POP_SEX_AGE_NB,XA:1976,SEX_T,AGE_5YRBANDS_Y35-39,2017,96539.273,R1:2474
IND,POP_2POP_SEX_AGE_NB,XA:1976,SEX_T,AGE_5YRBANDS_Y40-44,2017,84684.219,R1:2474
IND,POP_2POP_SEX_AGE_NB,XA:1976,SEX_T,AGE_5YRBANDS_Y45-49,2017,74399.32,R1:2474
IND,POP_2POP_SEX_AGE_NB,XA:1976,SEX_T,AGE_5YRBANDS_Y50-54,2017,64942.246,R1:2474
IND,POP_2POP_SEX_AGE_NB,XA:1976,SEX_T,AGE_5YRBANDS_Y55-59,2017,55365.992,R1:2474
IND,POP_2POP_SEX_AGE_NB,XA:1976,SEX_T,AGE_5YRBANDS_Y60-64,2017,45735.055,R1:2474
IND,POP_2POP_SEX_AGE_NB,XA:1976,SEX_T,AGE_5YRBANDS_YGE65,2017,80094.766,R1:2474
IND,POP_2POP_SEX_AGE_NB,XA:1976,SEX_T,AGE_10YRBANDS_TOTAL,2017,1338676.777,R1:2474
IND,POP_2POP_SEX_AGE_NB,XA:1976,SEX_T,AGE_10YRBANDS_YLT15,2017,367850.836,R1:2474
IND,POP_2POP_SEX_AGE_NB,XA:1976,SEX_T,AGE_10YRBANDS_Y15-24,2017,245211.977,R1:2474
IND,POP_2POP_SEX_AGE_NB,XA:1976,SEX_T,AGE_10YRBANDS_Y25-34,2017,223853.094,R1:2474
IND,POP_2POP_SEX_AGE_NB,XA:1976,SEX_T,AGE_10YRBANDS_Y35-44,2017,181223.492,R1:2474
IND,POP_2POP_SEX_AGE_NB,XA:1976,SEX_T,AGE_10YRBANDS_Y45-54,2017,139341.566,R1:2474
IND,POP_2POP_SEX_AGE_NB,XA:1976,SEX_T,AGE_10YRBANDS_Y55-64,2017,101101.047,R1:2474
IND,POP_2POP_SEX_AGE_NB,XA:1976,SEX_T,AGE_10YRBANDS_YGE65,2017,80094.766,R1:2474
IND,POP_2POP_SEX_AGE_NB,XA:1976,SEX_T,AGE_AGGREGATE_TOTAL,2017,1338676.777,R1:2474
IND,POP_2POP_SEX_AGE_NB,XA:1976,SEX_T,AGE_AGGREGATE_YLT15,2017,367850.836,R1:2474
IND,POP_2POP_SEX_AGE_NB,XA:1976,SEX_T,AGE_AGGREGATE_Y15-24,2017,245211.977,R1:2474
IND,POP_2POP_SEX_AGE_NB,XA:1976,SEX_T,AGE_AGGREGATE_Y25-54,2017,544418.152,R1:2474
IND,POP_2POP_SEX_AGE_NB,XA:1976,SEX_T,AGE_AGGREGATE_Y55-64,2017,101101.047,R1:2474
IND,POP_2POP_SEX_AGE_NB,XA:1976,SEX_T,AGE_AGGREGATE_YGE65,2017,80094.766,R1:2474
IND,POP_2POP_SEX_AGE_NB,XA:1976,SEX_T,AGE_YTHADULT_YGE15,2017,970825.941,R1:2474
IND,POP_2POP_SEX_AGE_NB,XA:1976,SEX_T,AGE_YTHADULT_Y15-64,2017,890731.176,R1:2474
IND,POP_2POP_SEX_AGE_NB,XA:1976,SEX_T,AGE_YTHADULT_Y15-24,2017,245211.977,R1:2474
IND,POP_2POP_SEX_AGE_NB,XA:1976,SEX_T,AGE_YTHADULT_YGE25,2017,725613.965,R1:2474
IND,POP_2POP_SEX_AGE_NB,XA:1976,SEX_T,AGE_5YRBANDS_TOTAL,2018,1352642.289,R1:2474
IND,POP_2POP_SEX_AGE_NB,XA:1976,SEX_T,AGE_5YRBANDS_Y00-04,2018,116379.352,R1:2474
IND,POP_2POP_SEX_AGE_NB,XA:1976,SEX_T,AGE_5YRBANDS_Y05-09,2018,122251.242,R1:2474
IND,POP_2POP_SEX_AGE_NB,XA:1976,SEX_T,AGE_5YRBANDS_Y10-14,2018,127303.797,R1:2474
IND,POP_2POP_SEX_AGE_NB,XA:1976,SEX_T,AGE_5YRBANDS_Y15-19,2018,125306.992,R1:2474
IND,POP_2POP_SEX_AGE_NB,XA:1976,SEX_T,AGE_5YRBANDS_Y20-24,2018,121070.148,R1:2474
IND,POP_2POP_SEX_AGE_NB,XA:1976,SEX_T,AGE_5YRBANDS_Y25-29,2018,116034.859,R1:2474
IND,POP_2POP_SEX_AGE_NB,XA:1976,SEX_T,AGE_5YRBANDS_Y30-34,2018,109848.508,R1:2474
IND,POP_2POP_SEX_AGE_NB,XA:1976,SEX_T,AGE_5YRBANDS_Y35-39,2018,98996.227,R1:2474
IND,POP_2POP_SEX_AGE_NB,XA:1976,SEX_T,AGE_5YRBANDS_Y40-44,2018,86339.547,R1:2474
IND,POP_2POP_SEX_AGE_NB,XA:1976,SEX_T,AGE_5YRBANDS_Y45-49,2018,76034.797,R1:2474
IND,POP_2POP_SEX_AGE_NB,XA:1976,SEX_T,AGE_5YRBANDS_Y50-54,2018,66135.086,R1:2474
IND,POP_2POP_SEX_AGE_NB,XA:1976,SEX_T,AGE_5YRBANDS_Y55-59,2018,56644.188,R1:2474
IND,POP_2POP_SEX_AGE_NB,XA:1976,SEX_T,AGE_5YRBANDS_Y60-64,2018,46704.828,R1:2474
IND,POP_2POP_SEX_AGE_NB,XA:1976,SEX_T,AGE_5YRBANDS_YGE65,2018,83592.719,R1:2474
IND,POP_2POP_SEX_AGE_NB,XA:1976,SEX_T,AGE_10YRBANDS_TOTAL,2018,1352642.289,R1:2474
IND,POP_2POP_SEX_AGE_NB,XA:1976,SEX_T,AGE_10YRBANDS_YLT15,2018,365934.391,R1:2474
IND,POP_2POP_SEX_AGE_NB,XA:1976,SEX_T,AGE_10YRBANDS_Y15-24,2018,246377.141,R1:2474
IND,POP_2POP_SEX_AGE_NB,XA:1976,SEX_T,AGE_10YRBANDS_Y25-34,2018,225883.367,R1:2474
IND,POP_2POP_SEX_AGE_NB,XA:1976,SEX_T,AGE_10YRBANDS_Y35-44,2018,185335.773,R1:2474
IND,POP_2POP_SEX_AGE_NB,XA:1976,SEX_T,AGE_10YRBANDS_Y45-54,2018,142169.883,R1:2474
IND,POP_2POP_SEX_AGE_NB,XA:1976,SEX_T,AGE_10YRBANDS_Y55-64,2018,103349.016,R1:2474
IND,POP_2POP_SEX_AGE_NB,XA:1976,SEX_T,AGE_10YRBANDS_YGE65,2018,83592.719,R1:2474
IND,POP_2POP_SEX_AGE_NB,XA:1976,SEX_T,AGE_AGGREGATE_TOTAL,2018,1352642.289,R1:2474
IND,POP_2POP_SEX_AGE_NB,XA:1976,SEX_T,AGE_AGGREGATE_YLT15,2018,365934.391,R1:2474
IND,POP_2POP_SEX_AGE_NB,XA:1976,SEX_T,AGE_AGGREGATE_Y15-24,2018,246377.141,R1:2474
IND,POP_2POP_SEX_AGE_NB,XA:1976,SEX_T,AGE_AGGREGATE_Y25-54,2018,553389.023,R1:2474
IND,POP_2POP_SEX_AGE_NB,XA:1976,SEX_T,AGE_AGGREGATE_Y55-64,2018,103349.016,R1:2474
IND,POP_2POP_SEX_AGE_NB,XA:1976,SEX_T,AGE_AGGREGATE_YGE65,2018,83592.719,R1:2474
IND,POP_2POP_SEX_AGE_NB,XA:1976,SEX_T,AGE_YTHADULT_YGE15,2018,986707.898,R1:2474
IND,POP_2POP_SEX_AGE_NB,XA:1976,SEX_T,AGE_YTHADULT_Y15-64,2018,903115.18,R1:2474
IND,POP_2POP_SEX_AGE_NB,XA:1976,SEX_T,AGE_YTHADULT_Y15-24,2018,246377.141,R1:2474
IND,POP_2POP_SEX_AGE_NB,XA:1976,SEX_T,AGE_YTHADULT_YGE25,2018,740330.758,R1:2474
IND,POP_2POP_SEX_AGE_NB,XA:1976,SEX_T,AGE_5YRBANDS_TOTAL,2019,1366417.75,R1:2474
IND,POP_2POP_SEX_AGE_NB,XA:1976,SEX_T,AGE_5YRBANDS_Y00-04,2019,116781.82,R1:2474
IND,POP_2POP_SEX_AGE_NB,XA:1976,SEX_T,AGE_5YRBANDS_Y05-09,2019,119950.008,R1:2474
IND,POP_2POP_SEX_AGE_NB,XA:1976,SEX_T,AGE_5YRBANDS_Y10-14,2019,126984.914,R1:2474
IND,POP_2POP_SEX_AGE_NB,XA:1976,SEX_T,AGE_5YRBANDS_Y15-19,2019,125689.43,R1:2474
IND,POP_2POP_SEX_AGE_NB,XA:1976,SEX_T,AGE_5YRBANDS_Y20-24,2019,121797.336,R1:2474
IND,POP_2POP_SEX_AGE_NB,XA:1976,SEX_T,AGE_5YRBANDS_Y25-29,2019,116684.117,R1:2474
IND,POP_2POP_SEX_AGE_NB,XA:1976,SEX_T,AGE_5YRBANDS_Y30-34,2019,111060.977,R1:2474
IND,POP_2POP_SEX_AGE_NB,XA:1976,SEX_T,AGE_5YRBANDS_Y35-39,2019,101338.703,R1:2474
IND,POP_2POP_SEX_AGE_NB,XA:1976,SEX_T,AGE_5YRBANDS_Y40-44,2019,88159.867,R1:2474
IND,POP_2POP_SEX_AGE_NB,XA:1976,SEX_T,AGE_5YRBANDS_Y45-49,2019,77721.617,R1:2474
IND,POP_2POP_SEX_AGE_NB,XA:1976,SEX_T,AGE_5YRBANDS_Y50-54,2019,67432.781,R1:2474
IND,POP_2POP_SEX_AGE_NB,XA:1976,SEX_T,AGE_5YRBANDS_Y55-59,2019,57946.172,R1:2474
IND,POP_2POP_SEX_AGE_NB,XA:1976,SEX_T,AGE_5YRBANDS_Y60-64,2019,47721,R1:2474
IND,POP_2POP_SEX_AGE_NB,XA:1976,SEX_T,AGE_5YRBANDS_YGE65,2019,87149.008,R1:2474
IND,POP_2POP_SEX_AGE_NB,XA:1976,SEX_T,AGE_10YRBANDS_TOTAL,2019,1366417.75,R1:2474
IND,POP_2POP_SEX_AGE_NB,XA:1976,SEX_T,AGE_10YRBANDS_YLT15,2019,363716.742,R1:2474
IND,POP_2POP_SEX_AGE_NB,XA:1976,SEX_T,AGE_10YRBANDS_Y15-24,2019,247486.766,R1:2474
IND,POP_2POP_SEX_AGE_NB,XA:1976,SEX_T,AGE_10YRBANDS_Y25-34,2019,227745.094,R1:2474
IND,POP_2POP_SEX_AGE_NB,XA:1976,SEX_T,AGE_10YRBANDS_Y35-44,2019,189498.57,R1:2474
IND,POP_2POP_SEX_AGE_NB,XA:1976,SEX_T,AGE_10YRBANDS_Y45-54,2019,145154.398,R1:2474
IND,POP_2POP_SEX_AGE_NB,XA:1976,SEX_T,AGE_10YRBANDS_Y55-64,2019,105667.172,R1:2474
IND,POP_2POP_SEX_AGE_NB,XA:1976,SEX_T,AGE_10YRBANDS_YGE65,2019,87149.008,R1:2474
IND,POP_2POP_SEX_AGE_NB,XA:1976,SEX_T,AGE_AGGREGATE_TOTAL,2019,1366417.75,R1:2474
IND,POP_2POP_SEX_AGE_NB,XA:1976,SEX_T,AGE_AGGREGATE_YLT15,2019,363716.742,R1:2474
IND,POP_2POP_SEX_AGE_NB,XA:1976,SEX_T,AGE_AGGREGATE_Y15-24,2019,247486.766,R1:2474
IND,POP_2POP_SEX_AGE_NB,XA:1976,SEX_T,AGE_AGGREGATE_Y25-54,2019,562398.062,R1:2474
IND,POP_2POP_SEX_AGE_NB,XA:1976,SEX_T,AGE_AGGREGATE_Y55-64,2019,105667.172,R1:2474
IND,POP_2POP_SEX_AGE_NB,XA:1976,SEX_T,AGE_AGGREGATE_YGE65,2019,87149.008,R1:2474
IND,POP_2POP_SEX_AGE_NB,XA:1976,SEX_T,AGE_YTHADULT_YGE15,2019,1002701.008,R1:2474
IND,POP_2POP_SEX_AGE_NB,XA:1976,SEX_T,AGE_YTHADULT_Y15-64,2019,915552,R1:2474
IND,POP_2POP_SEX_AGE_NB,XA:1976,SEX_T,AGE_YTHADULT_Y15-24,2019,247486.766,R1:2474
IND,POP_2POP_SEX_AGE_NB,XA:1976,SEX_T,AGE_YTHADULT_YGE25,2019,755214.242,R1:2474
IRL,POP_2POP_SEX_AGE_NB,XA:1832,SEX_T,AGE_5YRBANDS_TOTAL,2015,4652.42,R1:2474
IRL,POP_2POP_SEX_AGE_NB,XA:1832,SEX_T,AGE_5YRBANDS_Y00-04,2015,355.302,R1:2474
IRL,POP_2POP_SEX_AGE_NB,XA:1832,SEX_T,AGE_5YRBANDS_Y05-09,2015,355.135,R1:2474
IRL,POP_2POP_SEX_AGE_NB,XA:1832,SEX_T,AGE_5YRBANDS_Y10-14,2015,307.173,R1:2474
IRL,POP_2POP_SEX_AGE_NB,XA:1832,SEX_T,AGE_5YRBANDS_Y15-19,2015,278.221,R1:2474
IRL,POP_2POP_SEX_AGE_NB,XA:1832,SEX_T,AGE_5YRBANDS_Y20-24,2015,257.155,R1:2474
IRL,POP_2POP_SEX_AGE_NB,XA:1832,SEX_T,AGE_5YRBANDS_Y25-29,2015,288.181,R1:2474
IRL,POP_2POP_SEX_AGE_NB,XA:1832,SEX_T,AGE_5YRBANDS_Y30-34,2015,369.286,R1:2474
IRL,POP_2POP_SEX_AGE_NB,XA:1832,SEX_T,AGE_5YRBANDS_Y35-39,2015,385.89,R1:2474
IRL,POP_2POP_SEX_AGE_NB,XA:1832,SEX_T,AGE_5YRBANDS_Y40-44,2015,363.471,R1:2474
IRL,POP_2POP_SEX_AGE_NB,XA:1832,SEX_T,AGE_5YRBANDS_Y45-49,2015,311.942,R1:2474
IRL,POP_2POP_SEX_AGE_NB,XA:1832,SEX_T,AGE_5YRBANDS_Y50-54,2015,291.292,R1:2474
IRL,POP_2POP_SEX_AGE_NB,XA:1832,SEX_T,AGE_5YRBANDS_Y55-59,2015,255.13,R1:2474
IRL,POP_2POP_SEX_AGE_NB,XA:1832,SEX_T,AGE_5YRBANDS_Y60-64,2015,239.151,R1:2474
IRL,POP_2POP_SEX_AGE_NB,XA:1832,SEX_T,AGE_5YRBANDS_YGE65,2015,595.091,R1:2474
IRL,POP_2POP_SEX_AGE_NB,XA:1832,SEX_T,AGE_10YRBANDS_TOTAL,2015,4652.42,R1:2474
IRL,POP_2POP_SEX_AGE_NB,XA:1832,SEX_T,AGE_10YRBANDS_YLT15,2015,1017.61,R1:2474
IRL,POP_2POP_SEX_AGE_NB,XA:1832,SEX_T,AGE_10YRBANDS_Y15-24,2015,535.376,R1:2474
IRL,POP_2POP_SEX_AGE_NB,XA:1832,SEX_T,AGE_10YRBANDS_Y25-34,2015,657.467,R1:2474
IRL,POP_2POP_SEX_AGE_NB,XA:1832,SEX_T,AGE_10YRBANDS_Y35-44,2015,749.361,R1:2474
IRL,POP_2POP_SEX_AGE_NB,XA:1832,SEX_T,AGE_10YRBANDS_Y45-54,2015,603.234,R1:2474
IRL,POP_2POP_SEX_AGE_NB,XA:1832,SEX_T,AGE_10YRBANDS_Y55-64,2015,494.281,R1:2474
IRL,POP_2POP_SEX_AGE_NB,XA:1832,SEX_T,AGE_10YRBANDS_YGE65,2015,595.091,R1:2474
IRL,POP_2POP_SEX_AGE_NB,XA:1832,SEX_T,AGE_AGGREGATE_TOTAL,2015,4652.42,R1:2474
IRL,POP_2POP_SEX_AGE_NB,XA:1832,SEX_T,AGE_AGGREGATE_YLT15,2015,1017.61,R1:2474
IRL,POP_2POP_SEX_AGE_NB,XA:1832,SEX_T,AGE_AGGREGATE_Y15-24,2015,535.376,R1:2474
IRL,POP_2POP_SEX_AGE_NB,XA:1832,SEX_T,AGE_AGGREGATE_Y25-54,2015,2010.062,R1:2474
IRL,POP_2POP_SEX_AGE_NB,XA:1832,SEX_T,AGE_AGGREGATE_Y55-64,2015,494.281,R1:2474
IRL,POP_2POP_SEX_AGE_NB,XA:1832,SEX_T,AGE_AGGREGATE_YGE65,2015,595.091,R1:2474
IRL,POP_2POP_SEX_AGE_NB,XA:1832,SEX_T,AGE_YTHADULT_YGE15,2015,3634.81,R1:2474
IRL,POP_2POP_SEX_AGE_NB,XA:1832,SEX_T,AGE_YTHADULT_Y15-64,2015,3039.719,R1:2474
IRL,POP_2POP_SEX_AGE_NB,XA:1832,SEX_T,AGE_YTHADULT_Y15-24,2015,535.376,R1:2474
IRL,POP_2POP_SEX_AGE_NB,XA:1832,SEX_T,AGE_YTHADULT_YGE25,2015,3099.434,R1:2474
IRL,POP_2POP_SEX_AGE_NB,XA:1832,SEX_T,AGE_5YRBANDS_TOTAL,2016,4695.79,R1:2474
IRL,POP_2POP_SEX_AGE_NB,XA:1832,SEX_T,AGE_5YRBANDS_Y00-04,2016,345.363,R1:2474
IRL,POP_2POP_SEX_AGE_NB,XA:1832,SEX_T,AGE_5YRBANDS_Y05-09,2016,360.029,R1:2474
IRL,POP_2POP_SEX_AGE_NB,XA:1832,SEX_T,AGE_5YRBANDS_Y10-14,2016,316.175,R1:2474
IRL,POP_2POP_SEX_AGE_NB,XA:1832,SEX_T,AGE_5YRBANDS_Y15-19,2016,284.661,R1:2474
IRL,POP_2POP_SEX_AGE_NB,XA:1832,SEX_T,AGE_5YRBANDS_Y20-24,2016,261.081,R1:2474
IRL,POP_2POP_SEX_AGE_NB,XA:1832,SEX_T,AGE_5YRBANDS_Y25-29,2016,280.128,R1:2474
IRL,POP_2POP_SEX_AGE_NB,XA:1832,SEX_T,AGE_5YRBANDS_Y30-34,2016,358.483,R1:2474
IRL,POP_2POP_SEX_AGE_NB,XA:1832,SEX_T,AGE_5YRBANDS_Y35-39,2016,387.466,R1:2474
IRL,POP_2POP_SEX_AGE_NB,XA:1832,SEX_T,AGE_5YRBANDS_Y40-44,2016,371.076,R1:2474
IRL,POP_2POP_SEX_AGE_NB,XA:1832,SEX_T,AGE_5YRBANDS_Y45-49,2016,319.587,R1:2474
IRL,POP_2POP_SEX_AGE_NB,XA:1832,SEX_T,AGE_5YRBANDS_Y50-54,2016,294.718,R1:2474
IRL,POP_2POP_SEX_AGE_NB,XA:1832,SEX_T,AGE_5YRBANDS_Y55-59,2016,259.351,R1:2474
IRL,POP_2POP_SEX_AGE_NB,XA:1832,SEX_T,AGE_5YRBANDS_Y60-64,2016,240.265,R1:2474
IRL,POP_2POP_SEX_AGE_NB,XA:1832,SEX_T,AGE_5YRBANDS_YGE65,2016,617.407,R1:2474
IRL,POP_2POP_SEX_AGE_NB,XA:1832,SEX_T,AGE_10YRBANDS_TOTAL,2016,4695.79,R1:2474
IRL,POP_2POP_SEX_AGE_NB,XA:1832,SEX_T,AGE_10YRBANDS_YLT15,2016,1021.567,R1:2474
IRL,POP_2POP_SEX_AGE_NB,XA:1832,SEX_T,AGE_10YRBANDS_Y15-24,2016,545.742,R1:2474
IRL,POP_2POP_SEX_AGE_NB,XA:1832,SEX_T,AGE_10YRBANDS_Y25-34,2016,638.611,R1:2474
IRL,POP_2POP_SEX_AGE_NB,XA:1832,SEX_T,AGE_10YRBANDS_Y35-44,2016,758.542,R1:2474
IRL,POP_2POP_SEX_AGE_NB,XA:1832,SEX_T,AGE_10YRBANDS_Y45-54,2016,614.305,R1:2474
IRL,POP_2POP_SEX_AGE_NB,XA:1832,SEX_T,AGE_10YRBANDS_Y55-64,2016,499.616,R1:2474
IRL,POP_2POP_SEX_AGE_NB,XA:1832,SEX_T,AGE_10YRBANDS_YGE65,2016,617.407,R1:2474
IRL,POP_2POP_SEX_AGE_NB,XA:1832,SEX_T,AGE_AGGREGATE_TOTAL,2016,4695.79,R1:2474
IRL,POP_2POP_SEX_AGE_NB,XA:1832,SEX_T,AGE_AGGREGATE_YLT15,2016,1021.567,R1:2474
