Local,SP_DYN_LE00_IN,SP_DYN_IMRT_IN,NY_GDP_MKTP_CD,NY_GDP_PCAP_CD,NY_GDP_MKTP_KD_ZG,200343,200144,200345,200151,SP_RUR_TOTL_ZS,200101
CHN,76.0,9.0,11061552790044.0,8067.0,7.0,253990.0,186270.0,835303.0,131285.0,45.0,1406848.0
CIV,56.0,65.0,45814637971.0,1973.0,8.8,9885.0,4771.0,7919.0,650.0,51.0,23226.0
CMR,58.0,56.0,30928653814.0,1328.0,5.7,10069.0,4646.0,7948.0,636.0,45.0,23298.0
COD,59.0,74.0,37917704900.0,497.0,6.9,35335.0,14401.0,24208.0,2301.0,57.0,76245.0
COG,63.0,39.0,8556594871.0,1762.0,2.6,2047.0,892.0,1792.0,125.0,34.0,4856.0
COK,null,null,null,null,null,4.0,3.0,9.0,2.0,null,18.0
COL,77.0,14.0,293481753079.0,6176.0,3.0,11657.0,8563.0,23645.0,3657.0,20.0,47521.0
COM,63.0,56.0,966029542.0,1243.0,1.1,312.0,154.0,288.0,22.0,72.0,777.0
CPV,72.0,18.0,1596800287.0,3043.0,1.0,157.0,104.0,239.0,24.0,36.0,525.0
CRI,80.0,8.0,54775994479.0,11299.0,3.6,1074.0,822.0,2531.0,421.0,23.0,4848.0
CUB,79.0,4.0,87133000000.0,7694.0,4.4,1888.0,1452.0,6393.0,1591.0,23.0,11325.0
CUW,78.0,null,3151910782.0,19951.0,0.3,32.0,20.0,84.0,24.0,11.0,160.0
CYM,null,null,4708336733.0,76280.0,2.8,12.0,8.0,37.0,6.0,,62.0
CYP,80.0,2.0,19779150116.0,23334.0,3.4,196.0,186.0,630.0,149.0,33.0,1161.0
CZE,79.0,3.0,186829940546.0,17716.0,5.3,1602.0,1070.0,6021.0,1908.0,27.0,10601.0
DEU,81.0,3.0,3360549973889.0,41140.0,1.7,10810.0,8665.0,44959.0,17354.0,23.0,81787.0
DJI,64.0,54.0,2430287967.0,2659.0,7.7,279.0,178.0,418.0,39.0,23.0,914.0
DMA,null,29.0,540737037.0,7596.0,-2.7,14.0,14.0,36.0,7.0,30.0,71.0
DNK,81.0,4.0,302673068766.0,53255.0,2.3,958.0,749.0,2898.0,1084.0,12.0,5689.0
DOM,73.0,26.0,71164825257.0,6922.0,6.9,2964.0,1927.0,4722.0,669.0,21.0,10282.0
DZA,76.0,21.0,165979418302.0,4178.0,3.7,11405.0,6615.0,19378.0,2330.0,29.0,39728.0
ECU,76.0,13.0,99290381000.0,6124.0,0.1,4711.0,2991.0,7440.0,1070.0,37.0,16212.0
EGY,71.0,20.0,332698041031.0,3599.0,4.4,30796.0,16603.0,40327.0,4717.0,57.0,92443.0
ERI,65.0,34.0,null,null,null,1414.0,618.0,1165.0,146.0,null,3343.0
ESH,null,null,null,null,null,150.0,95.0,268.0,13.0,null,526.0
ESP,83.0,3.0,1195119269972.0,25732.0,3.8,6957.0,4554.0,26458.0,8703.0,20.0,46672.0
EST,78.0,3.0,23048864243.0,17522.0,1.8,212.0,135.0,721.0,248.0,32.0,1315.0
ETH,65.0,44.0,64589334979.0,641.0,10.4,42527.0,21630.0,33196.0,3482.0,81.0,100835.0
FIN,81.0,2.0,234440080998.0,42785.0,0.5,899.0,650.0,2823.0,1110.0,15.0,5481.0
FJI,67.0,21.0,4682546863.0,5391.0,4.7,259.0,148.0,418.0,43.0,45.0,869.0
FLK,null,null,null,null,null,,,1.0,1.0,null,3.0
FRA,82.0,3.0,2438207896252.0,36638.0,1.1,11829.0,7547.0,32908.0,12169.0,20.0,64453.0
FRO,82.0,null,2518096286.0,52405.0,null,10.0,6.0,24.0,8.0,58.0,48.0
FSM,67.0,28.0,316489900.0,2906.0,4.6,36.0,24.0,46.0,4.0,78.0,109.0
GAB,65.0,36.0,14383107714.0,7385.0,3.9,708.0,366.0,804.0,71.0,12.0,1948.0
GBR,81.0,4.0,2928591002003.0,44975.0,2.4,11562.0,8079.0,34381.0,11838.0,17.0,65860.0
GEO,73.0,9.0,14953950557.0,4014.0,3.0,763.0,520.0,2164.0,577.0,43.0,4024.0
GHA,63.0,39.0,48564863888.0,1744.0,2.2,10636.0,5499.0,10878.0,837.0,46.0,27849.0
GIB,null,null,null,null,null,7.0,5.0,16.0,6.0,,34.0
GIN,60.0,69.0,8794202444.0,769.0,3.8,5148.0,2414.0,3540.0,329.0,65.0,11432.0
GLP,null,null,null,null,null,82.0,50.0,202.0,66.0,null,400.0
GMB,61.0,42.0,1354788659.0,650.0,4.1,928.0,432.0,670.0,55.0,41.0,2086.0
GNB,57.0,60.0,1047808175.0,603.0,6.1,741.0,351.0,599.0,46.0,58.0,1737.0
GNQ,57.0,68.0,13185496836.0,11283.0,-9.1,439.0,210.0,491.0,30.0,29.0,1169.0
GRC,81.0,4.0,196591353761.0,18168.0,-0.4,1552.0,1086.0,5802.0,2219.0,22.0,10660.0
GRD,72.0,14.0,997007926.0,9097.0,6.4,25.0,19.0,55.0,11.0,64.0,110.0
GRL,71.0,null,2499115623.0,44536.0,-2.5,12.0,8.0,32.0,4.0,14.0,56.0
GTM,73.0,24.0,62186186576.0,3995.0,4.1,5889.0,3465.0,6166.0,733.0,50.0,16252.0
GUF,null,null,null,null,null,87.0,44.0,118.0,11.0,null,261.0
GUM,79.0,null,5710000000.0,35279.0,0.5,41.0,28.0,79.0,14.0,5.0,162.0
GUY,69.0,27.0,3197220339.0,4166.0,3.1,225.0,159.0,339.0,44.0,74.0,767.0
HKG,84.0,null,309383627029.0,42432.0,2.4,803.0,803.0,4489.0,1091.0,,7186.0
HND,74.0,17.0,20979767785.0,2302.0,3.8,3073.0,1933.0,3713.0,395.0,45.0,9113.0
HRV,77.0,4.0,49530641704.0,11783.0,2.4,616.0,487.0,2316.0,815.0,44.0,4233.0
HTI,62.0,53.0,8724656126.0,816.0,1.2,3677.0,2139.0,4384.0,496.0,48.0,10696.0
HUN,76.0,4.0,124529741437.0,12652.0,3.8,1413.0,1142.0,5515.0,1708.0,30.0,9778.0
IDN,71.0,23.0,860854235065.0,3332.0,4.9,70929.0,44022.0,129522.0,13910.0,47.0,258383.0
IMN,null,null,6792417112.0,81606.0,-0.9,13.0,10.0,43.0,17.0,48.0,83.0
IND,69.0,35.0,2103587817042.0,1606.0,8.0,372623.0,242350.0,621619.0,73560.0,67.0,1310152.0
IRL,81.0,3.0,291499812104.0,61995.0,25.2,1018.0,535.0,2504.0,595.0,37.0,4652.0
IRN,76.0,14.0,384951479697.0,4904.0,-1.3,18744.0,12493.0,42696.0,4559.0,27.0,78492.0
IRQ,70.0,25.0,177498577313.0,4990.0,2.5,13984.0,7203.0,13281.0,1104.0,30.0,35572.0
ISL,82.0,2.0,17389101641.0,52564.0,4.7,67.0,47.0,171.0,45.0,6.0,330.0
ISR,82.0,3.0,299813121213.0,35777.0,2.3,2223.0,1182.0,3678.0,896.0,8.0,7978.0
ITA,83.0,3.0,1835899237320.0,30230.0,0.8,8309.0,5857.0,33117.0,13296.0,30.0,60578.0
JAM,74.0,14.0,14187696311.0,4908.0,0.9,711.0,540.0,1394.0,246.0,45.0,2891.0
JOR,74.0,15.0,38043450704.0,4105.0,2.4,3334.0,1791.0,3794.0,348.0,10.0,9267.0
KAZ,72.0,11.0,184388432149.0,10511.0,1.2,4691.0,2619.0,9074.0,1188.0,43.0,17572.0
KEN,65.0,33.0,64007750169.0,1337.0,5.7,19842.0,9707.0,17323.0,1006.0,74.0,47878.0
KGZ,71.0,20.0,6678178340.0,1121.0,3.9,1877.0,1095.0,2729.0,258.0,64.0,5959.0
KHM,69.0,28.0,18049954289.0,1163.0,7.0,4905.0,3198.0,6779.0,639.0,78.0,15521.0
KIR,67.0,45.0,171117872.0,1543.0,10.4,39.0,22.0,46.0,4.0,48.0,111.0
KNA,null,11.0,923155556.0,18029.0,1.0,11.0,8.0,29.0,3.0,69.0,51.0
KOR,82.0,3.0,1465773245547.0,28732.0,2.8,7004.0,6704.0,30579.0,6536.0,18.0,50823.0
KWT,75.0,7.0,114567298106.0,29870.0,0.6,813.0,431.0,2510.0,81.0,,3836.0
LAO,67.0,42.0,14390442307.0,2135.0,7.3,2266.0,1410.0,2806.0,259.0,67.0,6741.0
LBR,62.0,59.0,3177000000.0,710.0,,1882.0,856.0,1592.0,142.0,50.0,4472.0
LBY,72.0,11.0,27842131480.0,4338.0,-8.9,1853.0,1106.0,3187.0,272.0,21.0,6418.0
LCA,76.0,16.0,1808079889.0,10094.0,-1.4,35.0,33.0,94.0,17.0,81.0,179.0
LIE,83.0,null,6268391521.0,167291.0,null,6.0,4.0,21.0,6.0,86.0,37.0
LKA,76.0,8.0,80604080689.0,3844.0,5.0,5179.0,3126.0,10639.0,1964.0,82.0,20908.0
LSO,51.0,71.0,2372280099.0,1152.0,2.7,688.0,424.0,848.0,99.0,73.0,2059.0
LTU,74.0,4.0,41392396558.0,14249.0,2.0,428.0,376.0,1580.0,548.0,33.0,2932.0
LUX,82.0,2.0,57744457955.0,101376.0,4.3,93.0,70.0,325.0,79.0,10.0,567.0
LVA,74.0,4.0,27090019663.0,13699.0,3.3,302.0,212.0,1094.0,390.0,32.0,1998.0
MAC,84.0,null,45361678147.0,75341.0,-21.6,76.0,79.0,395.0,52.0,,602.0
MAF,79.0,null,null,null,null,10.0,5.0,19.0,3.0,null,36.0
MAR,76.0,22.0,101179808076.0,2875.0,4.5,9615.0,6035.0,16804.0,2210.0,39.0,34664.0
MDA,71.0,14.0,7745231660.0,2732.0,-0.3,643.0,575.0,2444.0,409.0,58.0,4071.0
MDG,66.0,41.0,11323023787.0,467.0,3.1,10092.0,4953.0,8502.0,687.0,65.0,24234.0
MDV,78.0,9.0,4109424800.0,9033.0,2.9,97.0,86.0,255.0,18.0,61.0,455.0
MEX,75.0,13.0,1170564619928.0,9606.0,3.3,33677.0,21970.0,58017.0,8195.0,21.0,121858.0
MHL,null,30.0,184599600.0,3214.0,1.6,23.0,11.0,22.0,2.0,24.0,57.0
MKD,75.0,11.0,10064515432.0,4840.0,3.9,350.0,285.0,1184.0,260.0,43.0,2079.0
MLI,58.0,67.0,13104869674.0,751.0,6.2,8362.0,3334.0,5301.0,441.0,60.0,17439.0
MLT,82.0,6.0,10682394998.0,24003.0,10.9,62.0,54.0,237.0,81.0,6.0,434.0
MMR,66.0,41.0,67822772707.0,1287.0,7.0,14654.0,9574.0,25729.0,2723.0,70.0,52681.0
MNE,76.0,3.0,4054712083.0,6517.0,3.4,116.0,85.0,339.0,86.0,34.0,627.0
MNG,69.0,16.0,11749620620.0,3919.0,2.4,865.0,504.0,1513.0,116.0,32.0,2998.0
MNP,null,null,931000000.0,16691.0,3.5,14.0,8.0,31.0,3.0,9.0,56.0
MOZ,57.0,59.0,15950969019.0,590.0,6.7,12283.0,5382.0,8593.0,784.0,66.0,27042.0
MRT,64.0,55.0,6166857629.0,1524.0,5.4,1639.0,787.0,1495.0,126.0,49.0,4046.0
MSR,null,null,null,null,null,1.0,,3.0,1.0,null,5.0
MTQ,null,null,null,null,null,66.0,43.0,198.0,71.0,null,378.0
MUS,74.0,12.0,11692287066.0,9260.0,3.6,244.0,198.0,692.0,125.0,59.0,1259.0
MWI,62.0,40.0,6373212641.0,381.0,2.8,7550.0,3453.0,5300.0,441.0,84.0,16745.0
MYS,75.0,7.0,301354756113.0,9955.0,5.1,7595.0,5693.0,15174.0,1809.0,26.0,30271.0
MYT,null,null,null,null,null,100.0,44.0,87.0,9.0,null,240.0
NAM,62.0,34.0,11272143550.0,4869.0,4.5,854.0,488.0,886.0,87.0,53.0,2315.0
NCL,77.0,null,null,null,null,64.0,42.0,141.0,23.0,31.0,271.0
NER,61.0,52.0,9667589437.0,483.0,4.4,10034.0,3765.0,5688.0,515.0,84.0,20002.0
NGA,53.0,79.0,494583180777.0,2730.0,2.7,79937.0,34305.0,61941.0,4955.0,52.0,181137.0
NIC,74.0,16.0,12756706583.0,2050.0,4.8,1946.0,1210.0,2771.0,296.0,42.0,6223.0
NIU,null,null,null,null,null,,,1.0,,null,2.0
NLD,82.0,3.0,765264949781.0,45175.0,2.0,2838.0,2073.0,8992.0,3035.0,10.0,16938.0
NOR,82.0,2.0,385801550067.0,74356.0,2.0,934.0,675.0,2743.0,848.0,19.0,5200.0
NPL,70.0,30.0,21410840909.0,793.0,3.3,9010.0,5934.0,10574.0,1497.0,81.0,27015.0
NRU,null,29.0,86779266.0,6956.0,3.7,4.0,2.0,4.0,,,10.0
NZL,81.0,5.0,177467529071.0,38616.0,3.6,922.0,658.0,2359.0,676.0,14.0,4615.0
OMN,77.0,10.0,68400260078.0,16029.0,4.7,932.0,626.0,2613.0,97.0,19.0,4267.0
PAK,67.0,62.0,270556131701.0,1357.0,4.7,71667.0,40597.0,78568.0,8595.0,64.0,199427.0
PAN,78.0,15.0,54091700000.0,13630.0,5.7,1105.0,667.0,1897.0,300.0,33.0,3968.0
PER,76.0,12.0,189805300842.0,6229.0,3.3,8557.0,5446.0,14236.0,2232.0,23.0,30471.0
PHL,71.0,24.0,306445871631.0,3001.0,6.3,32964.0,19864.0,44586.0,4699.0,54.0,102113.0
PLW,null,18.0,280376100.0,15872.0,10.1,4.0,3.0,10.0,1.0,22.0,18.0
PNG,63.0,41.0,21723531173.0,2679.0,9.5,2983.0,1573.0,3288.0,263.0,87.0,8108.0
POL,77.0,4.0,477581376840.0,12572.0,3.8,5646.0,4479.0,21926.0,5983.0,40.0,38034.0
PRI,79.0,null,103375500000.0,29763.0,-1.0,629.0,477.0,1734.0,542.0,6.0,3382.0
PRK,71.0,16.0,null,null,null,5268.0,3958.0,13510.0,2448.0,39.0,25184.0
PRT,81.0,3.0,199313894327.0,19242.0,1.8,1461.0,1087.0,5668.0,2153.0,36.0,10368.0
PRY,74.0,19.0,36164068797.0,5407.0,3.1,2036.0,1350.0,2910.0,393.0,39.0,6689.0
PSE,73.0,19.0,12673000000.0,2968.0,3.4,1807.0,986.0,1600.0,137.0,25.0,4529.0
PYF,77.0,null,null,null,null,65.0,42.0,146.0,20.0,38.0,273.0
QAT,80.0,7.0,161739835165.0,63039.0,3.7,345.0,361.0,1835.0,26.0,1.0,2566.0
REU,null,null,null,null,null,210.0,127.0,437.0,89.0,null,863.0
ROU,75.0,8.0,177893451831.0,8977.0,3.9,3094.0,2218.0,11233.0,3380.0,46.0,19925.0
RUS,71.0,7.0,1363481063447.0,9313.0,-2.0,24469.0,15505.0,85360.0,19651.0,26.0,144985.0
RWA,67.0,31.0,8582588883.0,755.0,8.9,4615.0,2249.0,4199.0,306.0,83.0,11369.0
SAU,75.0,7.0,654269902880.0,20628.0,4.1,8190.0,4832.0,17738.0,958.0,17.0,31718.0
SDN,64.0,45.0,74294471279.0,1910.0,4.9,16146.0,7810.0,13607.0,1340.0,66.0,38903.0
SEN,67.0,35.0,17774766636.0,1219.0,6.4,6338.0,2885.0,4909.0,446.0,54.0,14578.0
SGP,83.0,2.0,308004146058.0,55647.0,3.0,null,null,null,null,,null
SHN,null,null,null,null,null,1.0,1.0,3.0,1.0,null,6.0
SLB,72.0,19.0,1154650069.0,1914.0,2.5,244.0,115.0,223.0,21.0,78.0,603.0
SLE,53.0,88.0,4218723875.0,588.0,-20.6,3006.0,1451.0,2501.0,214.0,59.0,7172.0
SLV,72.0,13.0,23438240000.0,3706.0,2.4,1795.0,1299.0,2741.0,491.0,30.0,6325.0
SMR,null,2.0,1419061356.0,42650.0,2.5,5.0,3.0,19.0,6.0,3.0,33.0
SOM,56.0,83.0,null,null,null,6508.0,2821.0,4083.0,386.0,57.0,13797.0
SPM,null,null,null,null,null,1.0,1.0,3.0,1.0,null,6.0
SRB,75.0,6.0,39628549950.0,5585.0,1.8,1435.0,1098.0,4839.0,1505.0,44.0,8877.0
SSD,57.0,64.0,11997800760.0,1120.0,-10.8,4553.0,2169.0,3629.0,366.0,81.0,10716.0
STP,69.0,27.0,318266475.0,1596.0,3.8,86.0,37.0,70.0,6.0,30.0,199.0
SUR,71.0,19.0,4787367928.0,8562.0,-3.4,156.0,98.0,268.0,37.0,34.0,559.0
SVK,77.0,5.0,88457167724.0,16309.0,4.8,829.0,654.0,3189.0,764.0,46.0,5436.0
SVN,81.0,2.0,43090173062.0,20882.0,2.2,304.0,202.0,1192.0,373.0,46.0,2071.0
SWE,82.0,2.0,505103781350.0,51545.0,4.5,1689.0,1204.0,4958.0,1915.0,13.0,9765.0
SWZ,55.0,48.0,4073390990.0,3690.0,2.3,432.0,243.0,386.0,44.0,77.0,1104.0
SXM,77.0,null,null,null,0.5,8.0,7.0,23.0,3.0,,40.0
SYC,74.0,13.0,1377495052.0,14745.0,4.9,22.0,14.0,52.0,7.0,45.0,95.0
SYR,70.0,14.0,null,null,null,5949.0,3521.0,7809.0,718.0,48.0,17997.0
TCA,null,null,893501650.0,24833.0,5.9,8.0,5.0,21.0,2.0,8.0,36.0
TCD,53.0,77.0,10950392220.0,776.0,2.8,6750.0,2852.0,4164.0,345.0,77.0,14111.0
TGO,60.0,51.0,4180866177.0,571.0,5.7,3086.0,1404.0,2628.0,205.0,60.0,7323.0
THA,76.0,9.0,401295941041.0,5840.0,3.1,12351.0,9649.0,39429.0,7285.0,52.0,68715.0
TJK,70.0,33.0,7854602392.0,929.0,6.0,3030.0,1692.0,3484.0,249.0,73.0,8454.0
TKL,null,null,null,null,null,,,1.0,,null,1.0
TKM,68.0,43.0,35799714286.0,6433.0,6.5,1694.0,1021.0,2624.0,227.0,50.0,5565.0
TLS,68.0,43.0,1596658767.0,1335.0,3.1,472.0,257.0,414.0,52.0,71.0,1196.0
TON,71.0,14.0,435438217.0,4321.0,3.7,37.0,19.0,39.0,6.0,77.0,101.0
TTO,73.0,18.0,25062893969.0,18290.0,1.8,283.0,186.0,769.0,132.0,47.0,1370.0
TUN,76.0,15.0,43173480832.0,3862.0,1.2,2660.0,1737.0,5926.0,857.0,32.0,11180.0
TUR,77.0,11.0,859796872684.0,10949.0,6.1,20103.0,13008.0,39239.0,6179.0,26.0,78529.0
TUV,null,22.0,35492074.0,3198.0,9.1,4.0,2.0,5.0,1.0,40.0,11.0
TZA,63.0,42.0,47378599025.0,948.0,6.2,23004.0,10003.0,17170.0,1307.0,68.0,51483.0
UGA,61.0,39.0,32124730771.0,840.0,5.2,18343.0,7837.0,11325.0,720.0,78.0,38225.0
URY,77.0,8.0,53274304222.0,15614.0,0.4,719.0,518.0,1680.0,494.0,5.0,3412.0
USA,79.0,6.0,18219297584000.0,56823.0,2.9,61685.0,44498.0,167710.0,46986.0,18.0,320878.0
UZB,71.0,23.0,81847410182.0,2615.0,7.4,8770.0,5984.0,14920.0,1255.0,49.0,30930.0
VAT,null,null,null,null,null,,,,,null,1.0
VCT,72.0,16.0,755400000.0,6921.0,1.3,26.0,18.0,55.0,10.0,49.0,109.0
VEN,73.0,17.0,null,null,null,8537.0,5315.0,14315.0,1915.0,12.0,30082.0
VGB,null,null,null,null,null,5.0,4.0,17.0,2.0,53.0,29.0
VIR,79.0,null,3748000000.0,34797.0,0.2,21.0,14.0,52.0,18.0,5.0,105.0
VNM,75.0,17.0,193241108710.0,2085.0,6.7,21343.0,15640.0,49523.0,6171.0,66.0,92677.0
VUT,70.0,24.0,759689951.0,2802.0,0.2,106.0,51.0,104.0,10.0,75.0,271.0
WLF,null,null,null,null,null,2.0,2.0,6.0,1.0,null,12.0
WSM,73.0,15.0,788307331.0,4074.0,4.3,75.0,34.0,75.0,9.0,81.0,194.0
YEM,66.0,43.0,36976204506.0,1395.0,-28.0,10782.0,5844.0,9131.0,741.0,65.0,26498.0
ZAF,63.0,31.0,317620522795.0,5735.0,1.2,16223.0,10014.0,26364.0,2786.0,35.0,55386.0
ZMB,62.0,45.0,21243347377.0,1338.0,2.9,7334.0,3236.0,4983.0,327.0,58.0,15879.0
ZWE,60.0,39.0,19963120600.0,1445.0,1.8,5878.0,2828.0,4715.0,393.0,68.0,13815.0
ZZA,82.0,null,null,null,null,26.0,19.0,93.0,27.0,69.0,165.0
AND,null,3.0,2789870188.0,35763.0,1.4,null,null,null,null,12.0,null
JPN,84.0,2.0,4389475622589.0,34524.0,1.2,null,null,null,null,9.0,null
LBN,79.0,7.0,49939374833.0,7645.0,0.2,null,null,null,null,12.0,null
MCO,null,3.0,6261622101.0,166012.0,4.9,null,null,null,null,,null
UKR,71.0,8.0,91030959455.0,2125.0,-9.8,null,null,null,null,31.0,null
